0.000000000000000000e+00 0.000000000000000000e+00 1.923727558257550679e-02 1.616493109882152432e-02 0.000000000000000000e+00 3.613109033763863866e-17 0.000000000000000000e+00 1.022354818904382123e-02 0.000000000000000000e+00 1.384980935906095223e-02
2.442002442002442000e-05 1.534354784326924948e-03 1.923727558257550679e-02 1.616493109882152432e-02 1.000000000000000000e+01 9.998778166550105206e-01 1.000000000000000000e+01 1.000248993182481394e+00 1.000000000000000000e+01 9.985830434258224919e-01
4.884004884004884001e-05 3.068705956405252001e-03 2.294636558591210337e-02 1.616493109882152432e-02 2.000000000000000000e+01 3.256534123184074109e-04 2.000000000000000000e+01 4.382785359333796595e-04 2.000000000000000000e+01 1.886892299696118981e-04
7.326007326007326001e-05 4.603049903994887310e-03 2.294636558591210337e-02 1.985495051580044371e-02 3.000000000000000000e+01 1.831614922179597676e-04 3.000000000000000000e+01 1.956034928755162020e-04 3.000000000000000000e+01 4.728168290745752222e-05
9.768009768009768001e-05 6.137383014872745124e-03 2.665545558924869995e-02 1.985495051580044371e-02 4.000000000000000000e+01 1.302445502852697798e-04 4.000000000000000000e+01 2.421618466739602861e-04 4.000000000000000000e+01 2.038179667797098533e-04
1.221001221001221000e-04 7.671701676841251837e-03 2.665545558924869995e-02 2.354496993277935962e-02 5.000000000000000000e+01 1.017524021087493714e-04 5.000000000000000000e+01 1.360689635115423465e-05 5.000000000000000000e+01 1.388455271849485984e-04
1.465201465201465200e-04 9.206002277736852202e-03 3.036454559258529307e-02 2.354496993277935962e-02 6.000000000000000000e+01 8.372724560643368924e-05 6.000000000000000000e+01 2.543101796300426616e-04 6.000000000000000000e+01 1.317463176854227497e-04
1.709401709401709400e-04 1.074028120543850558e-02 3.036454559258529307e-02 2.354496993277935962e-02 7.000000000000000000e+01 7.122612425012310130e-05 7.000000000000000000e+01 1.847637372555889414e-04 7.000000000000000000e+01 9.392264262663381816e-05
1.953601953601953600e-04 1.227453484787620341e-02 3.036454559258529307e-02 2.723498934975827901e-02 8.000000000000000000e+01 6.201996749940950307e-05 8.000000000000000000e+01 2.750088438100337074e-04 8.000000000000000000e+01 1.603330439664237071e-04
2.197802197802197800e-04 1.380875959303945986e-02 3.407363559592188618e-02 2.723498934975827901e-02 9.000000000000000000e+01 5.494581601076094587e-05 9.000000000000000000e+01 1.083598089510754347e-04 9.000000000000000000e+01 2.056742029503674319e-04
2.442002442002442000e-04 1.534295182898581800e-02 3.778272559925847929e-02 3.092500876673719840e-02 1.000000000000000000e+02 4.933410009564481149e-05 1.000000000000000000e+02 6.157382522191758890e-05 1.000000000000000000e+02 5.833173611943591566e-05
2.686202686202686200e-04 1.687710794384936208e-02 3.778272559925847929e-02 3.092500876673719840e-02 1.100000000000000000e+02 4.477074936136764917e-05 1.100000000000000000e+02 2.272563791517136678e-04 1.100000000000000000e+02 6.256066757686193803e-05
2.930402930402930400e-04 1.841122432584920907e-02 3.778272559925847929e-02 3.461502818371611778e-02 1.200000000000000000e+02 4.098536697761017350e-05 1.200000000000000000e+02 9.574971263865230710e-05 1.200000000000000000e+02 2.418877140733794297e-04
3.174603174603174600e-04 1.994529736329802086e-02 3.778272559925847929e-02 3.461502818371611778e-02 1.300000000000000000e+02 3.779362363141406273e-05 1.300000000000000000e+02 2.840995224647830308e-04 1.300000000000000000e+02 4.057609218444179438e-05
3.418803418803418800e-04 2.147932344461049928e-02 3.778272559925847929e-02 3.461502818371611778e-02 1.400000000000000000e+02 3.506540525124061605e-05 1.400000000000000000e+02 1.128472338794744883e-04 1.400000000000000000e+02 5.092363302903970981e-05
3.663003663003663000e-04 2.301329895831189312e-02 4.149181560259507934e-02 3.830504760069503717e-02 1.500000000000000000e+02 3.270617625316455106e-05 1.500000000000000000e+02 7.256399698042027466e-05 1.500000000000000000e+02 8.752518156309215664e-05
3.907203907203907201e-04 2.454722029304650527e-02 4.149181560259507934e-02 3.830504760069503717e-02 1.600000000000000000e+02 3.064555840476111968e-05 1.600000000000000000e+02 5.544487198858644628e-05 1.600000000000000000e+02 1.560555388179499432e-04
